2_50_lwr,2_50_upr,2_90_lwr,2_90_upr,50_50_lwr,50_50_upr,50_90_lwr,50_90_upr
1.36313268759971,559.133101497045,1.36313268759971,559.133101497045,8.28386639296894,186.216802908271,2.38685349518801,502.877268501245
1.33437697450717,613.588978383801,1.33437697450717,613.588978383801,8.66214836070895,206.606890155809,2.3623313556078,548.721666879198
1.29633535242488,665.057073285822,1.29633535242488,665.057073285822,9.02371781681552,227.757867308012,2.32150681452583,591.017081667024
1.24750362790627,711.869780255162,1.24750362790627,711.869780255162,9.36304373529498,249.430553110571,2.2616406251417,628.473592026092
1.18938644924538,752.770671691773,1.18938644924538,752.770671691773,9.67849388553424,271.469562649617,2.18426974665266,660.370847584422
1.12361703580893,786.88005482839,1.12361703580893,786.88005482839,9.97158233821301,293.773205211158,2.09218301990711,686.388411927984
1.05242845032245,813.565734316782,1.05242845032245,813.565734316782,10.2197595263174,316.258447943348,1.98892368718344,706.424408702522
0.978546475952271,832.402479320076,0.978546475952271,832.402479320076,10.442148910064,338.817709386267,1.87947689160216,720.459815302832
0.904220358751388,843.142921126607,0.904220358751388,843.142921126607,10.6535323728706,361.299738851203,1.76753852293927,728.527383198212
0.831331544309649,845.732895077306,0.831331544309649,845.732895077306,10.8555368485336,383.492621330645,1.65637749742769,730.699027612026
0.761254572852408,841.411311218952,0.761254572852408,841.411311218952,11.0490421717174,405.145511558312,1.54845186462398,727.109476918872
0.694847989316372,833.666255519646,0.694847989316372,833.666255519646,11.2346793569855,425.962579231905,1.44534768306937,717.984852779348
0.632506731993658,817.718704170643,0.632506731993658,817.718704170643,11.4131241835971,445.635077919499,1.34766110479961,703.655303077188
0.574543759046606,794.346822900487,0.574543759046606,794.346822900487,11.5852017968661,463.820107210947,1.25632699734092,686.98687569987
0.520865382018826,764.499478653919,0.520865382018826,764.499478653919,11.578233370733,480.195280740433,1.17112927693284,706.520656305711
0.471354020595868,765.438455579078,0.471354020595868,765.438455579078,11.5211803221028,494.459262146638,1.091513391452,720.09125177442
0.425746605421125,766.973801204082,0.425746605421125,766.973801204082,11.4635781564946,506.341174215287,1.01724190850251,727.228804025741
0.383884039449584,762.754793152657,0.383884039449584,762.754793152657,11.4059690904505,515.60677434242,0.948003507321744,727.701771781008
0.345559023062378,752.968203863371,0.345559023062378,752.968203863371,11.3487196642798,522.075754016158,0.883463745586142,721.519030806386
0.310562927518674,742.524274135518,0.310562927518674,742.524274135518,11.2920643959147,525.623116062471,0.823298814429848,708.915744116923
0.278688792552373,754.061932331297,0.278688792552373,754.061932331297,11.2361392441002,530.555602295317,0.767213100293077,697.225469056067
0.24973173026433,760.848153092201,0.24973173026433,760.848153092201,11.1810067691166,534.15184940159,0.714935867899101,691.332004355448
0.223489045166332,762.720906992838,0.223489045166332,762.720906992838,11.1266755673707,534.09682679858,0.666207986717325,680.910879681293
0.199761331167678,759.643126194597,0.199761331167678,759.643126194597,11.073115812521,530.420725345704,0.620500263866063,666.243079261659
0.17835359264194,751.693451842783,0.17835359264194,751.693451842783,11.0202718967199,523.249833602619,0.578300547374397,647.705343248491
0.159076781375746,739.068561570083,0.159076781375746,739.068561570083,10.9680726202199,512.797956014342,0.538970773716585,625.734141858398
0.141749622500925,722.068856503196,0.141749622500925,722.068856503196,10.9164391411692,499.344807673524,0.50232596672106,618.199496646071
0.126200018612906,701.090143233521,0.126200018612906,701.090143233521,10.865290596195,483.236575340323,0.468344708552252,609.976712295923
0.112265920212224,676.597481940966,0.112265920212224,676.597481940966,10.8144378828368,464.855871864828,0.436574997522541,597.21500635675
0.099795905820372,653.157587752123,0.099795905820372,653.157587752123,10.7640188758036,445.92551949563,0.406945888128689,589.914978219213
0.08864949799829,637.516457164321,0.08864949799829,637.516457164321,10.7139335845123,442.429543578815,0.379167412526158,581.137297434193
0.078697134210472,618.104411919509,0.078697134210472,618.104411919509,10.6640515862407,436.870267754838,0.353530120334142,573.496883954365
0.069819867218087,604.442487488758,0.069819867218087,604.442487488758,10.6143069484461,429.348372325988,0.329635627297307,564.590306314345
0.061908931060316,588.024816622109,0.061908931060316,588.024816622109,10.5646542628321,419.999817454844,0.307362995998232,553.096899786815
0.054865221745672,569.162842688812,0.054865221745672,569.162842688812,10.5150574146181,408.987339255885,0.28661519339488,539.217777592281
0.048598705772292,553.97292293752,0.048598705772292,553.97292293752,10.4654839709894,396.484081661627,0.267285356716798,523.190721108688
0.043027796739921,543.95196289561,0.043027796739921,543.95196289561,10.4159046451695,382.699179203938,0.249274957046851,505.279433354667
0.038078734444866,532.010744637171,0.038078734444866,532.010744637171,10.3662936910848,367.839586004757,0.232492428067985,485.769722016535
0.033684973516188,517.942342406594,0.033684973516188,517.942342406594,10.3166290521233,357.096337669794,0.216852678537577,464.960842164334
0.029786586962473,501.971391706896,0.029786586962473,501.971391706896,10.2648935168186,350.142245025599,0.202276612959849,443.14303898647
0.026329697698429,484.385916573749,0.026329697698429,484.385916573749,10.2170718060586,342.454960552827,0.188690725763081,439.684486006342
0.023265944398133,465.435091654322,0.023265944398133,465.435091654322,10.1676495041262,334.123041781085,0.176029067767843,435.601381466344
0.020572213385947,445.443169526119,0.020572213385947,445.443169526119,10.1230253551088,325.207413765079,0.164570020288295,429.88566264791
0.018234266331831,438.387939744876,0.018234266331831,438.387939744876,10.0494787836639,315.806823559136,0.154410145240831,422.836670239504
0.01676561968651,430.643346314599,0.01676561968651,430.643346314599,9.95001115438112,306.022002408236,0.145229993682278,414.803008421205
0.013493128265054,421.621858053528,0.013493128265054,421.621858053528,9.87652155362195,295.961958101979,0.138492106270292,405.999702044524
0.012165916294123,411.420235950034,0.012165916294123,411.420235950034,9.83334296972697,291.435633597182,0.133077242670595,396.511549937418
0.011024563719161,400.270791337922,0.011024563719161,400.270791337922,9.82204535038136,289.897904235165,0.129265682960124,386.26977702325
0.010041532914158,388.149297328508,0.010041532914158,388.149297328508,9.84160043608955,288.156384299787,0.12694340326027,383.148192545334
0.009192282422191,389.767854788539,0.009192282422191,389.767854788539,9.88897745084796,286.130278167598,0.125441698078873,381.553618739117
0.008455729165973,391.440860540966,0.008455729165973,391.440860540966,9.96072237197149,283.736674994574,0.124564504209047,379.061259882936
0.007814219860734,392.718785695314,0.007814219860734,392.718785695314,10.0536460431992,280.892907023284,0.124018842302235,375.685273529593
0.007253202741765,395.127868378699,0.007253202741765,395.127868378699,10.1654192983756,277.500509231539,0.124005846528235,371.088436528476
0.006760761552641,400.741898355706,0.006760761552641,400.741898355706,10.2971930861344,273.506173144537,0.124036163704943,365.72377915209
0.006327126040389,405.266569885525,0.006327126040389,405.266569885525,10.444546234418,269.248647083903,0.124082516503677,359.106655223855
0.005944226420297,408.480781622644,0.005944226420297,408.480781622644,10.6064379213324,265.200797752439,0.124130700194996,351.520292235811
0.005605322443557,410.439175583982,0.005605322443557,410.439175583982,10.7791305984942,261.251742187938,0.124173813590687,354.106487937737
0.00530471305882,420.868672043581,0.00530471305882,420.868672043581,10.9691433226093,256.710427318485,0.124208689225782,364.102673979436
0.00503751872202,432.235558951679,0.00503751872202,432.235558951679,11.1753310642965,256.303788308537,0.124233857897366,373.324156062769
0.004799522445239,442.440761363946,0.004799522445239,442.440761363946,11.3953862896432,256.067107198527,0.124248503165802,381.619887418084
0.004587054740398,451.309286126192,0.004587054740398,451.309286126192,11.6281515760249,255.138837408996,0.124252006140353,388.852877163365
0.004396909404363,458.709052976147,0.004396909404363,458.709052976147,11.8729498441505,253.536993027351,0.124249905141539,394.907528331024
0.0042262799426,464.49429506421,0.0042262799426,464.49429506421,12.1292360438666,251.283958707571,0.124240416866826,399.661300620603
0.004072709356478,468.560202902607,0.004072709356478,468.560202902607,12.3965035779648,248.40744776077,0.124219688632081,403.040865661816
0.003892385891561,470.839668888924,0.003892385891561,470.839668888924,12.6742886341942,244.938618233907,0.124186696694949,404.982593454726
0.00387057576404,471.285720644366,0.00387057576404,471.285720644366,12.5980423471793,243.747261122717,0.124140846659543,405.446939898173
0.003748109874664,469.880983410823,0.003748109874664,469.880983410823,11.3353393497978,242.989834442165,0.124081794089193,404.416352709222
0.003635116354189,466.638623891127,0.003635116354189,466.638623891127,10.1923156915427,241.835477281581,0.124009409262271,401.884996112768
0.003531830081215,461.600928321077,0.003531830081215,461.600928321077,9.15859080679274,240.284557964398,0.123923771077614,397.921058692362
0.003437480050536,454.809497252298,0.003437480050536,454.809497252298,8.22091857931264,238.34159573019,0.1238251535367,392.511397967084
0.003351060998284,446.438835031052,0.003351060998284,446.438835031052,7.37834779403557,236.013368611367,0.123713997999573,385.86470715951
0.003271588665484,436.560201225748,0.003271588665484,436.560201225748,6.61205626119272,233.310891591407,0.123590875361515,377.870792735604
0.003198175291686,425.247396463509,0.003198175291686,425.247396463509,5.93128233210018,230.247385223099,0.123456445007832,368.762646283863
0.003130043580768,412.722764211974,0.003130043580768,412.722764211974,5.31838520694464,226.91141177833,0.123311416463764,358.620934444227
0.003066520624827,399.124957101933,0.003066520624827,399.124957101933,4.76411985315417,223.391740180255,0.12315651745422,347.571566077601
0.003007026266403,384.621276473497,0.003007026266403,384.621276473497,4.27159591401233,219.390582979934,0.122992469817064,335.742470328609
0.002951060864973,369.380478165059,0.002951060864973,369.380478165059,3.82368451160391,215.303415496572,0.122819973038986,323.265712367756
0.002898194061743,361.968786216223,0.002898194061743,361.968786216223,3.42344339178408,214.599550266541,0.122639694189616,310.273243360078
0.002848054945332,354.111856456088,0.002848054945332,354.111856456088,3.06102345205909,213.52986665624,0.122452262666229,296.894619290201
0.002800323608824,345.420404611302,0.002800323608824,345.420404611302,2.74063250895506,212.100184376047,0.122258268216228,283.25508379514
0.002754723944804,335.965331829384,0.002754723944804,335.965331829384,2.45317383684961,210.318651152138,0.122058260982499,278.302556435003
0.002711017504794,325.843778227974,0.002711017504794,325.843778227974,2.19402807550068,208.195737390636,0.121852752671259,273.456389882044
0.002668998255388,315.153851153303,0.002668998255388,315.153851153303,1.96451125506291,205.736792004448,0.121642218267254,268.128311240605
0.002628488083587,303.995018486987,0.002628488083587,303.995018486987,1.75625834141783,202.982957681594,0.121427097958531,262.277479069955
0.002589332936509,303.910018820078,0.002589332936509,303.910018820078,1.57064890954371,199.910323788382,0.121207799116007,255.990019816572
0.002551399495985,303.302931779273,0.002551399495985,303.302931779273,1.4029177476923,196.558033950727,0.11657083080172,256.466157255014
0.002514572310076,301.856457239812,0.002514572310076,301.856457239812,1.25497268378468,192.959678969856,0.101862354882542,258.136251804287
0.002478751318506,299.587555691121,0.002478751318506,299.587555691121,1.122440243641,193.031625973773,0.08900734598501,259.312929727163
0.002443849716258,296.520977103069,0.002443849716258,296.520977103069,0.998211914593412,193.262426963855,0.077772674228982,259.985298305974
0.002409792114292,292.689800343268,0.002409792114292,292.689800343268,0.882160968035351,193.217601370982,0.067954483401081,260.147638499159
0.002376512952651,289.309336620621,0.002376512952651,289.309336620621,0.779463510038568,192.8969907792,0.059374463978202,259.796822182515
0.002343955135416,292.83380356352,0.002343955135416,292.83380356352,0.688605906042995,192.301992273016,0.051876689626624,258.934251168148
0.002312068858657,295.895676472585,0.002312068858657,295.895676472585,0.608242374219117,191.435543135788,0.04532484480842,257.566024357236
