"2_b_lwr50","2_b_upr50","2_b_lwr90","2_b_upr90"
2.41964201666536,208.890946072258,1.44826499862399,287.802047634905
2.41639908370387,229.0252188225,1.47333551430279,320.938875907991
2.41298230743325,250.422962126912,1.4999534940705,355.624520083039
2.40959401924045,276.800923154453,1.52766622179768,397.240532947676
2.40571478024572,305.927725847208,1.55548916772597,449.161934330673
2.39953058630363,336.197688102662,1.58151837879223,503.656024576321
2.38685349518801,366.14823255925,1.60071592929466,559.133101497045
2.3623313556078,394.194080334575,1.61040301316933,613.588978383801
2.32150681452583,419.339983520159,1.6086431352689,665.057073285822
2.2616406251417,441.334502781335,1.59464234188175,711.869780255162
2.18426974665266,460.428129971573,1.56930106768875,752.770671691773
2.09218301990711,477.059621015155,1.53484052981389,786.88005482839
1.98892368718344,491.592752186258,1.4942479194599,813.565734316782
1.87947689160216,504.234430205842,1.45070216072816,832.402479320076
1.76753852293927,515.015679320694,1.40710937911797,843.142921126607
1.65637749742769,523.831019667331,1.36580975755959,845.732895077306
1.54845186462398,530.491761654027,1.32845708057943,841.411311218952
1.44534768306937,534.811026728932,1.29603470658316,833.666255519646
1.34766110479961,536.637288239054,1.26895755815366,817.718704170643
1.25632699734092,535.883490701972,1.247212500974,794.346822900487
1.17112927693284,532.507932228304,1.17112927693284,764.499478653919
1.091513391452,526.526907494566,1.091513391452,729.296293484671
1.01724190850251,520.051245550588,1.01724190850251,730.146909143996
0.948003507321744,536.886499813528,0.948003507321744,737.326318851588
0.883463745586142,551.088522232357,0.883463745586142,739.554873966022
0.823298814429848,562.369367265156,0.823298814429848,736.835591274296
0.767213100293077,570.500099764728,0.767213100293077,729.298308428932
0.714935867899101,575.323960207898,0.714935867899101,717.178739376589
0.666207986717325,576.755677221498,0.666207986717325,700.813761071296
0.620500263866063,574.778119237502,0.620500263866063,698.237998780897
0.578300547374397,573.224730897808,0.578300547374397,694.566318700872
0.538970773716585,585.853431778402,0.538970773716585,685.700870043182
0.50232596672106,595.743803446066,0.50232596672106,672.430611244989
0.468344708552252,602.717034130987,0.468344708552252,670.869415939636
0.436574997522541,606.623819453692,0.436574997522541,664.370827361953
0.406945888128689,607.377554046141,0.406945888128689,653.157587752123
0.379167412526158,604.977121710157,0.379167412526158,637.516457164321
0.353530120334142,599.469295994564,0.353530120334142,617.895417682946
0.329635627297307,590.966850997682,0.329635627297307,594.790243128573
0.307362995998232,579.62638529769,0.307362995998232,579.62638529769
0.28661519339488,565.672502675212,0.28661519339488,565.672502675212
0.267285356716798,549.339886051302,0.267285356716798,553.547721712392
0.249274957046851,530.969580576119,0.249274957046851,543.95196289561
0.232492428067985,510.8322294308,0.232492428067985,532.010744637171
0.216852678537577,489.221881781152,0.216852678537577,517.942342406594
0.202276612959849,466.489145922987,0.202276612959849,501.971391706896
0.188690725763081,442.964407752606,0.188690725763081,484.385916573749
0.176029067767843,420.63495024004,0.176029067767843,465.435091654322
0.164570020288295,407.659001199418,0.164570020288295,445.443169526119
0.154410145240831,393.634971135993,0.154410145240831,438.387939744876
0.145229993682278,379.06348953615,0.145229993682278,430.643346314599
0.138492106270292,364.355872916098,0.138492106270292,421.621858053528
0.133077242670595,356.3513536849,0.133077242670595,411.420235950034
0.129265682960124,357.537337998801,0.129265682960124,400.270791337922
0.12694340326027,358.452849157087,0.12694340326027,388.149297328508
0.125441698078873,358.934067759364,0.125441698078873,389.767854788539
0.124564504209047,358.787528642906,0.124564504209047,391.440860540966
0.124018842302235,357.836753307982,0.124018842302235,392.718785695314
0.124005846528235,355.93663058805,0.124005846528235,395.127868378699
0.124036163704943,352.996337655982,0.124036163704943,400.741898355706
0.124082516503677,348.967303277602,0.124082516503677,405.266569885525
0.124130700194996,352.638851578413,0.124130700194996,408.480781622644
0.124173813590687,359.205271590369,0.124173813590687,410.439175583982
0.124208689225782,364.848674155849,0.124208689225782,411.085734521192
0.124233857897366,369.496366262247,0.124233857897366,410.406512157967
0.124248503165802,373.078801900748,0.124248503165802,408.402859102654
0.124252006140353,375.546529300519,0.124252006140353,405.093869514494
0.124249905141539,376.862779801033,0.124249905141539,400.515315113002
0.124240416866826,377.004777470139,0.124240416866826,394.660826362328
0.124219688632081,375.963939022689,0.124219688632081,387.727536321247
0.124186696694949,373.748393258885,0.124186696694949,379.716902289447
0.124140846659543,370.327266773734,0.124140846659543,370.75666788671
0.124081794089193,365.846526180702,0.124081794089193,375.115242559524
0.124009409262271,360.366915839141,0.124009409262271,379.821858004766
0.123923771077614,353.812500512189,0.123923771077614,383.397235326839
0.1238251535367,346.321862873713,0.1238251535367,385.788517579081
0.123713997999573,337.984396541851,0.123713997999573,386.971480667797
0.123590875361515,328.883013945318,0.123590875361515,386.929932050554
0.123456445007832,319.109558126433,0.123456445007832,385.663025316533
0.123311416463764,308.759546847063,0.123311416463764,383.185058193291
0.12315651745422,297.929832512784,0.12315651745422,379.503906710801
0.122992469817064,286.716675302526,0.122992469817064,374.739139731356
0.122819973038986,275.215023089393,0.122819973038986,368.828862415381
0.122639694189616,272.187176010117,0.122639694189616,361.968786216223
0.122452262666229,269.926749948374,0.122452262666229,354.111856456088
0.122258268216228,267.017707567136,0.122258268216228,345.420404611302
0.122058260982499,263.509622811181,0.122058260982499,335.965331829384
0.121852752671259,259.426893442523,0.104791565988307,325.843778227974
0.121642218267254,254.778401754371,0.0899560057441704,315.153851153303
0.121427097958531,249.629567142014,0.0772152255021865,303.995018486987
0.121207799116007,244.017976904789,0.0662746415391666,303.910018820078
0.12098469825645,237.989413135847,0.056880840365011,303.302931779273
0.120758142966054,231.591549949271,0.0488158740718063,301.856457239812
0.120528453782526,224.873293857621,0.0418923403058215,299.587555691121
0.120295926024824,217.883852412063,0.0359491428389447,296.520977103069
0.120060831569617,210.672333518611,0.0308478265860686,292.689800343268
0.119823420554837,206.75066656104,0.0264694121970024,289.309336620621
0.119583923007667,208.361224370675,0.022711672721016,292.83380356352
0.119342550381816,209.552803893356,0.0194867911341135,295.895676472585
